split,video,stem,sample_id,input_path,target_path,mask_path,pair_count_of_video,bucket
train,2号瓦斯鉴定巷工作面,segment_030,2号瓦斯鉴定巷工作面__segment_030,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_030.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_030.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_030.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_031,2号瓦斯鉴定巷工作面__segment_031,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_031.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_031.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_031.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_032,2号瓦斯鉴定巷工作面__segment_032,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_032.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_032.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_032.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_033,2号瓦斯鉴定巷工作面__segment_033,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_033.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_033.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_033.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_034,2号瓦斯鉴定巷工作面__segment_034,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_034.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_034.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_034.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_035,2号瓦斯鉴定巷工作面__segment_035,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_035.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_035.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_035.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_036,2号瓦斯鉴定巷工作面__segment_036,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_036.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_036.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_036.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_037,2号瓦斯鉴定巷工作面__segment_037,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_037.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_037.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_037.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_038,2号瓦斯鉴定巷工作面__segment_038,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_038.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_038.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_038.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_039,2号瓦斯鉴定巷工作面__segment_039,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_039.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_039.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_039.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_040,2号瓦斯鉴定巷工作面__segment_040,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_040.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_040.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_040.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_041,2号瓦斯鉴定巷工作面__segment_041,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_041.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_041.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_041.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_042,2号瓦斯鉴定巷工作面__segment_042,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_042.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_042.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_042.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_043,2号瓦斯鉴定巷工作面__segment_043,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_043.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_043.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_043.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_044,2号瓦斯鉴定巷工作面__segment_044,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_044.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_044.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_044.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_045,2号瓦斯鉴定巷工作面__segment_045,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_045.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_045.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_045.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_046,2号瓦斯鉴定巷工作面__segment_046,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_046.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_046.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_046.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_047,2号瓦斯鉴定巷工作面__segment_047,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_047.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_047.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_047.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_048,2号瓦斯鉴定巷工作面__segment_048,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_048.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_048.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_048.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_049,2号瓦斯鉴定巷工作面__segment_049,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_049.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_049.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_049.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_050,2号瓦斯鉴定巷工作面__segment_050,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_050.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_050.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_050.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_051,2号瓦斯鉴定巷工作面__segment_051,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_051.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_051.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_051.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_052,2号瓦斯鉴定巷工作面__segment_052,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_052.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_052.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_052.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_053,2号瓦斯鉴定巷工作面__segment_053,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_053.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_053.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_053.png,54,46-64
train,2号瓦斯鉴定巷工作面,segment_054,2号瓦斯鉴定巷工作面__segment_054,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定巷工作面__segment_054.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定巷工作面__segment_054.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定巷工作面__segment_054.png,54,46-64
train,2号瓦斯鉴定行T2,segment_001,2号瓦斯鉴定行T2__segment_001,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_001.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_001.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_001.png,62,46-64
train,2号瓦斯鉴定行T2,segment_002,2号瓦斯鉴定行T2__segment_002,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_002.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_002.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_002.png,62,46-64
train,2号瓦斯鉴定行T2,segment_003,2号瓦斯鉴定行T2__segment_003,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_003.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_003.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_003.png,62,46-64
train,2号瓦斯鉴定行T2,segment_004,2号瓦斯鉴定行T2__segment_004,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_004.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_004.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_004.png,62,46-64
train,2号瓦斯鉴定行T2,segment_005,2号瓦斯鉴定行T2__segment_005,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_005.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_005.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_005.png,62,46-64
train,2号瓦斯鉴定行T2,segment_006,2号瓦斯鉴定行T2__segment_006,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_006.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_006.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_006.png,62,46-64
train,2号瓦斯鉴定行T2,segment_007,2号瓦斯鉴定行T2__segment_007,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_007.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_007.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_007.png,62,46-64
train,2号瓦斯鉴定行T2,segment_008,2号瓦斯鉴定行T2__segment_008,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_008.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_008.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_008.png,62,46-64
train,2号瓦斯鉴定行T2,segment_009,2号瓦斯鉴定行T2__segment_009,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_009.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_009.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_009.png,62,46-64
train,2号瓦斯鉴定行T2,segment_010,2号瓦斯鉴定行T2__segment_010,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_010.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_010.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_010.png,62,46-64
train,2号瓦斯鉴定行T2,segment_011,2号瓦斯鉴定行T2__segment_011,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_011.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_011.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_011.png,62,46-64
train,2号瓦斯鉴定行T2,segment_012,2号瓦斯鉴定行T2__segment_012,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_012.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_012.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_012.png,62,46-64
train,2号瓦斯鉴定行T2,segment_013,2号瓦斯鉴定行T2__segment_013,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_013.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_013.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_013.png,62,46-64
train,2号瓦斯鉴定行T2,segment_014,2号瓦斯鉴定行T2__segment_014,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_014.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_014.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_014.png,62,46-64
train,2号瓦斯鉴定行T2,segment_015,2号瓦斯鉴定行T2__segment_015,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_015.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_015.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_015.png,62,46-64
train,2号瓦斯鉴定行T2,segment_016,2号瓦斯鉴定行T2__segment_016,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_016.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_016.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_016.png,62,46-64
train,2号瓦斯鉴定行T2,segment_017,2号瓦斯鉴定行T2__segment_017,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_017.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_017.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_017.png,62,46-64
train,2号瓦斯鉴定行T2,segment_018,2号瓦斯鉴定行T2__segment_018,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_018.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_018.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_018.png,62,46-64
train,2号瓦斯鉴定行T2,segment_019,2号瓦斯鉴定行T2__segment_019,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_019.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_019.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_019.png,62,46-64
train,2号瓦斯鉴定行T2,segment_020,2号瓦斯鉴定行T2__segment_020,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_020.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_020.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_020.png,62,46-64
train,2号瓦斯鉴定行T2,segment_021,2号瓦斯鉴定行T2__segment_021,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_021.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_021.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_021.png,62,46-64
train,2号瓦斯鉴定行T2,segment_022,2号瓦斯鉴定行T2__segment_022,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_022.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_022.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_022.png,62,46-64
train,2号瓦斯鉴定行T2,segment_023,2号瓦斯鉴定行T2__segment_023,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_023.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_023.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_023.png,62,46-64
train,2号瓦斯鉴定行T2,segment_024,2号瓦斯鉴定行T2__segment_024,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_024.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_024.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_024.png,62,46-64
train,2号瓦斯鉴定行T2,segment_025,2号瓦斯鉴定行T2__segment_025,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_025.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_025.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_025.png,62,46-64
train,2号瓦斯鉴定行T2,segment_026,2号瓦斯鉴定行T2__segment_026,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_026.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_026.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_026.png,62,46-64
train,2号瓦斯鉴定行T2,segment_027,2号瓦斯鉴定行T2__segment_027,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_027.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_027.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_027.png,62,46-64
train,2号瓦斯鉴定行T2,segment_028,2号瓦斯鉴定行T2__segment_028,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_028.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_028.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_028.png,62,46-64
train,2号瓦斯鉴定行T2,segment_029,2号瓦斯鉴定行T2__segment_029,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_029.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_029.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_029.png,62,46-64
train,2号瓦斯鉴定行T2,segment_030,2号瓦斯鉴定行T2__segment_030,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_030.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_030.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_030.png,62,46-64
train,2号瓦斯鉴定行T2,segment_031,2号瓦斯鉴定行T2__segment_031,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_031.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_031.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_031.png,62,46-64
train,2号瓦斯鉴定行T2,segment_032,2号瓦斯鉴定行T2__segment_032,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_032.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_032.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_032.png,62,46-64
train,2号瓦斯鉴定行T2,segment_033,2号瓦斯鉴定行T2__segment_033,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_033.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_033.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_033.png,62,46-64
train,2号瓦斯鉴定行T2,segment_034,2号瓦斯鉴定行T2__segment_034,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_034.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_034.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_034.png,62,46-64
train,2号瓦斯鉴定行T2,segment_035,2号瓦斯鉴定行T2__segment_035,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_035.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_035.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_035.png,62,46-64
train,2号瓦斯鉴定行T2,segment_036,2号瓦斯鉴定行T2__segment_036,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_036.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_036.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_036.png,62,46-64
train,2号瓦斯鉴定行T2,segment_037,2号瓦斯鉴定行T2__segment_037,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_037.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_037.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_037.png,62,46-64
train,2号瓦斯鉴定行T2,segment_038,2号瓦斯鉴定行T2__segment_038,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_038.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_038.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_038.png,62,46-64
train,2号瓦斯鉴定行T2,segment_039,2号瓦斯鉴定行T2__segment_039,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_039.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_039.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_039.png,62,46-64
train,2号瓦斯鉴定行T2,segment_040,2号瓦斯鉴定行T2__segment_040,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_040.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_040.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_040.png,62,46-64
train,2号瓦斯鉴定行T2,segment_041,2号瓦斯鉴定行T2__segment_041,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_041.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_041.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_041.png,62,46-64
train,2号瓦斯鉴定行T2,segment_042,2号瓦斯鉴定行T2__segment_042,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_042.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_042.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_042.png,62,46-64
train,2号瓦斯鉴定行T2,segment_043,2号瓦斯鉴定行T2__segment_043,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_043.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_043.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_043.png,62,46-64
train,2号瓦斯鉴定行T2,segment_044,2号瓦斯鉴定行T2__segment_044,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_044.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_044.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_044.png,62,46-64
train,2号瓦斯鉴定行T2,segment_045,2号瓦斯鉴定行T2__segment_045,/home/user/lucidmine-40-video-dataset/data/train/input/2号瓦斯鉴定行T2__segment_045.jpg,/home/user/lucidmine-40-video-dataset/data/train/target/2号瓦斯鉴定行T2__segment_045.jpg,/home/user/lucidmine-40-video-dataset/data/train/mask/2号瓦斯鉴定行T2__segment_045.png,62,46-64
